datetime,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,anomaly,anomaly_score,is_anomaly,hour,day_of_week,date,month,month_name,season,typical_hourly_power,typical_sub_metering_1,typical_sub_metering_2,typical_sub_metering_3,typical_global_reactive_power,typical_voltage,typical_global_intensity,sub_metering_remainder,difference_percent,previous_hour_power,next_hour_power,previous_hour_difference_percent,next_hour_difference_percent
2006-12-17 03:00:00,1.6622,0.0795333333333333,244.5135,7.206666666666667,0.0,0.7666666666666667,0.0,1,0.1701503801482033,0,3,Sunday,2006-12-17,12,December,Winter,0.4448499852090793,0.06775514981273409,0.35003331172572744,1.6920280152899534,0.1030505796754743,242.6846532127166,1.917455022739433,26.936666666666664,273.65405311158247,1.5872666666666668,2.2157666666666667,230.25504089913068,399.22139761209365
2006-12-17 04:00:00,2.2157666666666667,0.0934666666666666,243.8555,9.333333333333334,0.0,0.5666666666666667,8.883333333333333,1,0.1782751458058127,0,4,Sunday,2006-12-17,12,December,Winter,0.44384449009302435,0.04714017815283638,0.3340544575221457,1.8662496607200139,0.09958634120462898,242.42705781330963,1.911867150294865,27.479444444444447,399.22139761209365,1.6622,1.9967333333333328,273.65405311158247,340.12558774893796
2006-12-17 05:00:00,1.9967333333333328,0.0602333333333333,243.71016666666668,8.566666666666666,0.0,0.1666666666666666,4.65,1,0.1813415954331609,0,5,Sunday,2006-12-17,12,December,Winter,0.4536735397607318,0.03570255688482289,0.3156931738212526,2.1357494722026744,0.09694224724372504,242.09452193291108,1.9492212057236686,28.462222222222216,340.12558774893796,2.2157666666666667,1.3033,399.22139761209365,64.64006376670608
2006-12-17 06:00:00,1.3033,0.0948333333333333,244.1415,5.53,0.0,0.7166666666666667,0.0,1,0.2203910845146562,0,6,Sunday,2006-12-17,12,December,Winter,0.7916056214888059,0.03943232465399953,0.33430185633575465,4.237003661780316,0.10269838499982105,241.94117973934166,3.3699371016670843,21.005000000000003,64.64006376670608,1.9967333333333328,1.6200333333333332,340.12558774893796,8.182129930282844
2006-12-17 07:00:00,1.6200333333333332,0.0598,241.84566666666663,6.803333333333333,0.0,0.1666666666666666,0.0,1,0.1849218329480755,0,7,Sunday,2006-12-17,12,December,Winter,1.497505488547278,0.3057199906037115,0.45654216584449137,10.73353527390579,0.10976255029602286,239.93376656075932,6.3032331115649995,26.833888888888886,8.182129930282844,1.3033,1.8905666666666667,64.64006376670608,30.753882000178752
2006-12-17 08:00:00,1.8905666666666667,0.1185666666666666,241.3115,8.05,0.0,0.75,0.0,1,0.1873942424387311,0,8,Sunday,2006-12-17,12,December,Winter,1.4458971601807449,1.3455378073379491,0.8156166247138655,12.645057997632597,0.11055587455141205,239.52499216463292,6.075445811957457,30.759444444444448,30.753882000178752,1.6200333333333332,2.5490666666666666,8.182129930282844,93.73291492855688
2006-12-17 09:00:00,2.5490666666666666,0.0792333333333333,238.8478333333333,10.973333333333333,0.0,7.316666666666666,0.0,1,0.1026211198421035,0,9,Sunday,2006-12-17,12,December,Winter,1.3157633371730812,1.4185565792582093,0.9136165799789386,12.531879172066958,0.10612661642547772,239.43335239400201,5.5291476367187045,35.16777777777777,93.73291492855688,1.8905666666666667,3.6289,30.753882000178752,196.99400802642174
2006-12-17 10:00:00,3.6289,0.1946,235.441,15.533333333333331,8.883333333333333,22.35,16.15,-1,-0.0172593002912467,1,10,Sunday,2006-12-17,12,December,Winter,1.2218765032044547,0.9930903025970931,1.1816572641808032,11.401481275428182,0.11437956525753594,239.39489932346703,5.158993945749818,13.09833333333333,196.99400802642174,2.5490666666666666,2.471,93.73291492855688,110.23995592889193
2006-12-17 11:00:00,2.471,0.2007,236.92466666666667,10.493333333333334,9.45,5.016666666666667,17.183333333333334,1,0.1035028016199698,0,11,Sunday,2006-12-17,12,December,Winter,1.1753236862529357,1.1396516212678836,1.414231204094946,10.138731047974744,0.12439456854124349,239.5106647379489,4.986264252971935,9.533333333333331,110.23995592889193,3.6289,1.9158666666666664,196.99400802642174,73.14204098407315
2006-12-17 12:00:00,1.9158666666666664,0.2940333333333333,237.78466666666665,8.136666666666667,0.0,0.5333333333333333,17.316666666666666,1,0.1493112313769326,0,12,Sunday,2006-12-17,12,December,Winter,1.1065288683081318,1.1013797313797316,1.3775711566827873,8.873476906235526,0.13646246543767288,240.28470644004997,4.703492247605631,14.081111111111102,73.14204098407315,2.471,1.6607666666666667,110.23995592889193,53.2983991321053
2006-12-17 13:00:00,1.6607666666666667,0.1715333333333333,239.92066666666668,6.923333333333333,0.0,0.05,17.616666666666667,1,0.2293770415276371,0,13,Sunday,2006-12-17,12,December,Winter,1.0833555184327115,1.1814120229240337,1.8011397564756912,8.176537704461127,0.13082842702109496,240.78095064074648,4.594498789346247,10.012777777777778,53.2983991321053,1.9158666666666664,2.092633333333333,73.14204098407315,107.49502985964897
2006-12-17 14:00:00,2.092633333333333,0.2574,244.04566666666668,8.6,0.0,0.3333333333333333,18.23333333333333,1,0.1401790814494542,0,14,Sunday,2006-12-17,12,December,Winter,1.008522148578115,1.2917987935464483,1.765932159631474,7.1928147196477825,0.12712553171018803,241.51027475611153,4.271296878251974,16.310555555555556,107.49502985964897,1.6607666666666667,2.9854,53.2983991321053,225.2935730171095
2006-12-17 15:00:00,2.9854,0.0886,240.4808333333333,12.426666666666668,6.966666666666667,0.2,17.7,1,0.1195587331109707,0,15,Sunday,2006-12-17,12,December,Winter,0.9177556052861138,1.2115199615199617,1.529151686355076,5.983464793210555,0.13019052225238661,242.05883780704542,3.892028313807975,24.88999999999999,225.2935730171095,2.092633333333333,3.3260333333333336,107.49502985964897,272.87140111079725
2006-12-17 16:00:00,3.3260333333333336,0.0931333333333333,236.7818333333333,14.006666666666666,8.583333333333334,0.0666666666666666,17.166666666666668,1,0.0800690967063458,0,16,Sunday,2006-12-17,12,December,Winter,0.8920054805557524,0.740937350549976,1.4952895937922146,5.3474892395982785,0.12872227380809914,241.80086964347112,3.7908172753784553,29.61722222222222,272.87140111079725,2.9854,3.406766666666667,225.2935730171095,248.03111488371235
2006-12-17 17:00:00,3.406766666666667,0.1666333333333333,234.2298333333333,14.51,0.0,0.4666666666666667,16.816666666666666,1,0.0789894686551294,0,17,Sunday,2006-12-17,12,December,Winter,0.9788684174990993,0.47985559566787006,1.4656493905291554,5.167453026666757,0.12868527119475423,240.38709812732048,4.173299218648863,39.49611111111112,248.03111488371235,3.3260333333333336,3.6971,272.87140111079725,203.1814449941161
2006-12-17 18:00:00,3.6971,0.1350666666666666,234.37233333333333,15.75,0.0,0.0,16.833333333333332,1,0.0590245586436616,0,18,Sunday,2006-12-17,12,December,Winter,1.2194347843654318,0.9641459599773845,1.337817871194117,5.520657614823347,0.1364274269365823,239.45155516123728,5.190490131177417,44.785,203.1814449941161,3.406766666666667,2.9084,248.03111488371235,87.03475528278905
2006-12-17 19:00:00,2.9084,0.2651666666666666,233.19566666666665,12.516666666666667,0.0,0.5166666666666667,16.683333333333334,1,0.0689411234607519,0,19,Sunday,2006-12-17,12,December,Winter,1.5550051088647219,1.6174463871485665,1.5115220220535377,6.446302302982427,0.171786145459234,238.930466899755,6.632231158325848,31.273333333333337,87.03475528278905,3.6971,3.3615,203.1814449941161,92.08319579638052
2006-12-17 20:00:00,3.3615,0.2714999999999999,236.4265,14.276666666666667,0.0,1.1166666666666667,17.116666666666667,1,0.0639572994747404,0,20,Sunday,2006-12-17,12,December,Winter,1.750022945038559,2.08140452044229,1.1707262942929122,8.175613541830558,0.15300816035440865,239.28330246029805,7.409248924179829,37.791666666666664,92.08319579638052,2.9084,3.040766666666667,87.03475528278905,72.79045643493244
2006-12-17 21:00:00,3.040766666666667,0.2679666666666666,239.10416666666663,12.716666666666669,0.0,1.2,17.5,1,0.1102236131168772,0,21,Sunday,2006-12-17,12,December,Winter,1.759800124037363,2.287026996779288,1.129015347837043,7.328838859377964,0.12980194242896828,239.27266637429696,7.416569825188503,31.979444444444447,72.79045643493244,3.3615,1.518,92.08319579638052,10.864743880773606
2006-12-17 22:00:00,1.518,0.2353666666666666,242.19233333333327,6.383333333333334,0.0,0.4166666666666667,2.5,1,0.1820725639024483,0,22,Sunday,2006-12-17,12,December,Winter,1.369236013959939,2.081362245358406,0.8932595364646383,5.649572496305126,0.1261657302001093,241.04869644327414,5.74405512212707,22.383333333333333,10.864743880773606,3.040766666666667,0.4377333333333333,72.79045643493244,-50.662010919982706
2006-12-17 23:00:00,0.4377333333333333,0.2218,245.734,1.9966666666666664,0.0,0.8,0.0,1,0.2002642682384948,0,23,Sunday,2006-12-17,12,December,Winter,0.8872135680751174,0.8957981220657277,0.7971244131455398,3.9759741784037557,0.1190702582159624,243.0482762910798,3.727443661971831,6.495555555555555,-50.662010919982706,1.518,0.2763666666666667,10.864743880773606,-57.31821845409759
2006-12-18 00:00:00,0.2763666666666667,0.0990666666666666,244.6075,1.2233333333333334,0.0,0.0333333333333333,0.0,1,0.2629130108280227,0,0,Monday,2006-12-18,12,December,Winter,0.647504993130257,0.33468214872155755,0.5124845011896384,2.936464930799906,0.11461603833651685,242.41523987131797,2.7566137193793776,4.572777777777779,-57.31821845409759,0.4377333333333333,0.3132999999999999,-50.662010919982706,-41.01220668532027
2006-12-18 01:00:00,0.3132999999999999,0.1519,243.5193333333333,1.4166666666666667,0.0,0.5833333333333334,0.0,1,0.2667410866023114,0,1,Monday,2006-12-18,12,December,Winter,0.531126835561811,0.23287590898428337,0.36366408632418484,2.3342833685198214,0.10474137931034479,241.72934893267652,2.2770208773164438,4.638333333333332,-41.01220668532027,0.2763666666666667,0.2844666666666667,-57.31821845409759,-40.81237097246459
2006-12-18 02:00:00,0.2844666666666667,0.1090666666666666,246.891,1.2566666666666666,0.0,0.0,0.0,1,0.2303656412851775,0,2,Monday,2006-12-18,12,December,Winter,0.4806184524376309,0.1458567415730337,0.3501311258173046,2.0271418539325845,0.1051000801434647,242.59294770638923,2.0649125166634925,4.7411111111111115,-40.81237097246459,0.3132999999999999,0.3099333333333333,-41.01220668532027,-30.328572858631265
2006-12-18 03:00:00,0.3099333333333333,0.1477666666666666,245.73183333333333,1.4,0.0,0.5666666666666667,0.0,1,0.2538533892483658,0,3,Monday,2006-12-18,12,December,Winter,0.4448499852090793,0.06775514981273409,0.35003331172572744,1.6920280152899534,0.1030505796754743,242.6846532127166,1.917455022739433,4.598888888888888,-30.328572858631265,0.2844666666666667,1.026333333333333,-40.81237097246459,131.23714639742994
2006-12-18 04:00:00,1.026333333333333,0.08,245.507,4.176666666666667,0.0,0.0666666666666666,12.55,1,0.2128414279247077,0,4,Monday,2006-12-18,12,December,Winter,0.44384449009302435,0.04714017815283638,0.3340544575221457,1.8662496607200139,0.09958634120462898,242.42705781330963,1.911867150294865,4.488888888888884,131.23714639742994,0.3099333333333333,0.2935,-30.328572858631265,-35.305902972698746
2006-12-18 05:00:00,0.2935,0.1219333333333333,245.2531666666667,1.2933333333333332,0.0,0.4666666666666667,0.0,1,0.2634633559383653,0,5,Monday,2006-12-18,12,December,Winter,0.4536735397607318,0.03570255688482289,0.3156931738212526,2.1357494722026744,0.09694224724372504,242.09452193291108,1.9492212057236686,4.425,-35.305902972698746,1.026333333333333,0.61,131.23714639742994,-22.941426457691467
2006-12-18 06:00:00,0.61,0.1129,245.70433333333327,2.6,0.0,0.0833333333333333,0.0,1,0.2413875654929227,0,6,Monday,2006-12-18,12,December,Winter,0.7916056214888059,0.03943232465399953,0.33430185633575465,4.237003661780316,0.10269838499982105,241.94117973934166,3.3699371016670843,10.083333333333332,-22.941426457691467,0.2935,2.4504333333333337,-35.305902972698746,63.63434739130645
2006-12-18 07:00:00,2.4504333333333337,0.153,240.96233333333333,10.22,0.0833333333333333,0.45,11.3,1,0.1853749776822504,0,7,Monday,2006-12-18,12,December,Winter,1.497505488547278,0.3057199906037115,0.45654216584449137,10.73353527390579,0.10976255029602286,239.93376656075932,6.3032331115649995,29.00722222222222,63.63434739130645,0.61,2.082133333333333,-22.941426457691467,44.002864842272416
2006-12-18 08:00:00,2.082133333333333,0.0737333333333333,237.8803333333333,8.726666666666667,12.466666666666669,0.0333333333333333,17.35,1,0.1291014412184526,0,8,Monday,2006-12-18,12,December,Winter,1.4458971601807449,1.3455378073379491,0.8156166247138655,12.645057997632597,0.11055587455141205,239.52499216463292,6.075445811957457,4.852222222222213,44.002864842272416,2.4504333333333337,1.6293333333333335,63.63434739130645,23.83179309692256
2006-12-18 09:00:00,1.6293333333333335,0.0851666666666666,237.40466666666669,6.816666666666666,5.166666666666667,0.4833333333333333,17.266666666666666,1,0.1650984089568457,0,9,Monday,2006-12-18,12,December,Winter,1.3157633371730812,1.4185565792582093,0.9136165799789386,12.531879172066958,0.10612661642547772,239.43335239400201,5.5291476367187045,4.238888888888891,23.83179309692256,2.082133333333333,1.3096333333333334,44.002864842272416,7.182135829499169
2006-12-18 10:00:00,1.3096333333333334,0.0528333333333333,239.0805,5.426666666666667,0.0,0.0,17.5,1,0.2154685932587229,0,10,Monday,2006-12-18,12,December,Winter,1.2218765032044547,0.9930903025970931,1.1816572641808032,11.401481275428182,0.11437956525753594,239.39489932346703,5.158993945749818,4.327222222222225,7.182135829499169,1.6293333333333335,1.5619333333333332,23.83179309692256,32.893887156563025
2006-12-18 11:00:00,1.5619333333333332,0.1273333333333333,239.771,6.47,0.0,0.5166666666666667,17.6,1,0.2440924025208713,0,11,Monday,2006-12-18,12,December,Winter,1.1753236862529357,1.1396516212678836,1.414231204094946,10.138731047974744,0.12439456854124349,239.5106647379489,4.986264252971935,7.915555555555553,32.893887156563025,1.3096333333333334,1.7560666666666669,7.182135829499169,58.70048373447951
2006-12-18 12:00:00,1.7560666666666669,0.0873,242.58,7.246666666666667,0.0,0.0,18.016666666666666,1,0.2267380948894058,0,12,Monday,2006-12-18,12,December,Winter,1.1065288683081318,1.1013797313797316,1.3775711566827873,8.873476906235526,0.13646246543767288,240.28470644004997,4.703492247605631,11.251111111111115,58.70048373447951,1.5619333333333332,1.6820666666666668,32.893887156563025,55.26451271509741
2006-12-18 13:00:00,1.6820666666666668,0.1265,241.95416666666668,6.94,0.0,0.5333333333333333,17.366666666666667,1,0.237503900502923,0,13,Monday,2006-12-18,12,December,Winter,1.0833555184327115,1.1814120229240337,1.8011397564756912,8.176537704461127,0.13082842702109496,240.78095064074648,4.594498789346247,10.134444444444444,55.26451271509741,1.7560666666666669,1.7330333333333334,58.70048373447951,71.83889672395244
2006-12-18 14:00:00,1.7330333333333334,0.0493,242.1965,7.096666666666667,0.0,0.0,17.383333333333333,1,0.2064657638633737,0,14,Monday,2006-12-18,12,December,Winter,1.008522148578115,1.2917987935464483,1.765932159631474,7.1928147196477825,0.12712553171018803,241.51027475611153,4.271296878251974,11.500555555555561,71.83889672395244,1.6820666666666668,1.7842999999999998,55.26451271509741,94.41995120735193
2006-12-18 15:00:00,1.7842999999999998,0.1040666666666666,242.4235,7.31,0.0,0.5166666666666667,17.983333333333334,1,0.224612817972258,0,15,Monday,2006-12-18,12,December,Winter,0.9177556052861138,1.2115199615199617,1.529151686355076,5.983464793210555,0.13019052225238661,242.05883780704542,3.892028313807975,11.23833333333333,94.41995120735193,1.7330333333333334,1.9493,71.83889672395244,118.53004745951945
2006-12-18 16:00:00,1.9493,0.2044333333333333,242.38066666666663,8.096666666666668,0.0,0.0,17.983333333333334,1,0.1968976450021015,0,16,Monday,2006-12-18,12,December,Winter,0.8920054805557524,0.740937350549976,1.4952895937922146,5.3474892395982785,0.12872227380809914,241.80086964347112,3.7908172753784553,14.504999999999995,118.53004745951945,1.7842999999999998,2.1549,94.41995120735193,120.14194773037339
2006-12-18 17:00:00,2.1549,0.0978,238.72916666666663,8.993333333333334,0.0,0.3333333333333333,17.45,1,0.213912835759803,0,17,Monday,2006-12-18,12,December,Winter,0.9788684174990993,0.47985559566787006,1.4656493905291554,5.167453026666757,0.12868527119475423,240.38709812732048,4.173299218648863,18.131666666666664,120.14194773037339,1.9493,2.402533333333333,118.53004745951945,97.02023955168383
2006-12-18 18:00:00,2.402533333333333,0.0791,236.6685,10.083333333333334,0.0,0.25,16.916666666666668,1,0.1869030953060388,0,18,Monday,2006-12-18,12,December,Winter,1.2194347843654318,0.9641459599773845,1.337817871194117,5.520657614823347,0.1364274269365823,239.45155516123728,5.190490131177417,22.875555555555547,97.02023955168383,2.1549,2.6145,120.14194773037339,68.1344958351162
2006-12-18 19:00:00,2.6145,0.2007666666666666,235.32916666666668,11.19,0.0,9.1,0.0,1,0.067809195416473,0,19,Monday,2006-12-18,12,December,Winter,1.5550051088647219,1.6174463871485665,1.5115220220535377,6.446302302982427,0.171786145459234,238.930466899755,6.632231158325848,34.475,68.1344958351162,2.402533333333333,3.050566666666666,97.02023955168383,74.31580970496657
2006-12-18 20:00:00,3.050566666666666,0.1203666666666666,234.5243333333333,13.046666666666663,0.0,0.5,13.25,1,0.0939769591347622,0,20,Monday,2006-12-18,12,December,Winter,1.750022945038559,2.08140452044229,1.1707262942929122,8.175613541830558,0.15300816035440865,239.28330246029805,7.409248924179829,37.09277777777777,74.31580970496657,2.6145,2.1697333333333333,68.1344958351162,23.2943050575252
2006-12-18 21:00:00,2.1697333333333333,0.0717333333333333,237.5908333333333,9.24,0.0,0.0,3.716666666666667,1,0.1821292667176825,0,21,Monday,2006-12-18,12,December,Winter,1.759800124037363,2.287026996779288,1.129015347837043,7.328838859377964,0.12980194242896828,239.27266637429696,7.416569825188503,32.44555555555555,23.2943050575252,3.050566666666666,1.7388,74.31580970496657,26.990524808886125
2006-12-18 22:00:00,1.7388,0.1079666666666666,240.2115,7.25,0.0,8.85,0.0,1,0.1427095697247566,0,22,Monday,2006-12-18,12,December,Winter,1.369236013959939,2.081362245358406,0.8932595364646383,5.649572496305126,0.1261657302001093,241.04869644327414,5.74405512212707,20.130000000000003,26.990524808886125,2.1697333333333333,1.5472666666666666,23.2943050575252,74.39619076425853
2006-12-18 23:00:00,1.5472666666666666,0.1325,242.6593333333333,6.6,0.0,20.316666666666663,0.0,1,0.0783144212204205,0,23,Monday,2006-12-18,12,December,Winter,0.8872135680751174,0.8957981220657277,0.7971244131455398,3.9759741784037557,0.1190702582159624,243.0482762910798,3.727443661971831,5.471111111111114,74.39619076425853,1.7388,0.8371333333333334,26.990524808886125,29.28600431115584
2006-12-19 00:00:00,0.8371333333333334,0.0928333333333333,242.07116666666667,3.543333333333333,0.0,0.9666666666666668,8.15,1,0.2376647352823911,0,0,Tuesday,2006-12-19,12,December,Winter,0.647504993130257,0.33468214872155755,0.5124845011896384,2.936464930799906,0.11461603833651685,242.41523987131797,2.7566137193793776,4.8355555555555565,29.28600431115584,1.5472666666666666,0.3530333333333333,74.39619076425853,-33.53125662349472
2006-12-19 01:00:00,0.3530333333333333,0.0758666666666666,241.8083333333333,1.57,0.0,0.25,0.7333333333333333,1,0.2755588994289887,0,1,Tuesday,2006-12-19,12,December,Winter,0.531126835561811,0.23287590898428337,0.36366408632418484,2.3342833685198214,0.10474137931034479,241.72934893267652,2.2770208773164438,4.900555555555555,-33.53125662349472,0.8371333333333334,0.3272333333333333,29.28600431115584,-31.914113643858094
2006-12-19 02:00:00,0.3272333333333333,0.1057333333333333,245.7795,1.4633333333333334,0.0,0.6333333333333333,0.0,1,0.2557541357115234,0,2,Tuesday,2006-12-19,12,December,Winter,0.4806184524376309,0.1458567415730337,0.3501311258173046,2.0271418539325845,0.1051000801434647,242.59294770638923,2.0649125166634925,4.820555555555556,-31.914113643858094,0.3530333333333333,0.3083,-33.53125662349472,-30.695737832811403
2006-12-19 03:00:00,0.3083,0.073,244.46316666666664,1.3633333333333333,0.0,0.1666666666666666,0.0,1,0.2653090611683596,0,3,Tuesday,2006-12-19,12,December,Winter,0.4448499852090793,0.06775514981273409,0.35003331172572744,1.6920280152899534,0.1030505796754743,242.6846532127166,1.917455022739433,4.971666666666667,-30.695737832811403,0.3272333333333333,0.3278333333333333,-31.914113643858094,-26.13779360770628
2006-12-19 04:00:00,0.3278333333333333,0.1024666666666666,244.1865,1.5,0.0,0.7166666666666667,0.0,1,0.271106486266498,0,4,Tuesday,2006-12-19,12,December,Winter,0.44384449009302435,0.04714017815283638,0.3340544575221457,1.8662496607200139,0.09958634120462898,242.42705781330963,1.911867150294865,4.747222222222222,-26.13779360770628,0.3083,0.3066666666666666,-30.695737832811403,-32.40366920486412
2006-12-19 05:00:00,0.3066666666666666,0.0708666666666666,243.0758333333333,1.38,0.0,0.1666666666666666,0.0,1,0.2712425544241966,0,5,Tuesday,2006-12-19,12,December,Winter,0.4536735397607318,0.03570255688482289,0.3156931738212526,2.1357494722026744,0.09694224724372504,242.09452193291108,1.9492212057236686,4.944444444444443,-32.40366920486412,0.3278333333333333,0.7963333333333333,-26.13779360770628,0.5972307063251857
2006-12-19 06:00:00,0.7963333333333333,0.1067999999999999,242.02966666666669,3.466666666666667,0.0,0.6833333333333333,0.0,1,0.2578372396286419,0,6,Tuesday,2006-12-19,12,December,Winter,0.7916056214888059,0.03943232465399953,0.33430185633575465,4.237003661780316,0.10269838499982105,241.94117973934166,3.3699371016670843,12.588888888888889,0.5972307063251857,0.3066666666666666,1.7856333333333334,-32.40366920486412,19.240520117596805
2006-12-19 07:00:00,1.7856333333333334,0.0844333333333333,239.42616666666663,7.543333333333334,0.0,0.0,7.4,1,0.2087749618744742,0,7,Tuesday,2006-12-19,12,December,Winter,1.497505488547278,0.3057199906037115,0.45654216584449137,10.73353527390579,0.10976255029602286,239.93376656075932,6.3032331115649995,22.360555555555557,19.240520117596805,0.7963333333333333,3.879033333333333,0.5972307063251857,168.27864665343373
2006-12-19 08:00:00,3.879033333333333,0.1224333333333333,236.14633333333333,16.54,9.35,26.183333333333334,17.1,-1,-0.0362293156395595,1,8,Tuesday,2006-12-19,12,December,Winter,1.4458971601807449,1.3455378073379491,0.8156166247138655,12.645057997632597,0.11055587455141205,239.52499216463292,6.075445811957457,12.01722222222222,168.27864665343373,1.7856333333333334,1.6177666666666668,19.240520117596805,22.95270896834988
2006-12-19 09:00:00,1.6177666666666668,0.0874666666666666,239.5723333333333,6.963333333333334,4.633333333333334,14.366666666666667,3.2666666666666666,1,0.0752583988626058,0,9,Tuesday,2006-12-19,12,December,Winter,1.3157633371730812,1.4185565792582093,0.9136165799789386,12.531879172066958,0.10612661642547772,239.43335239400201,5.5291476367187045,4.696111111111114,22.95270896834988,3.879033333333333,0.4371333333333334,168.27864665343373,-64.22442593937102
2006-12-19 10:00:00,0.4371333333333334,0.1257666666666666,242.30566666666667,1.9433333333333327,0.0,1.4166666666666667,0.0,1,0.2487116637568451,0,10,Tuesday,2006-12-19,12,December,Winter,1.2218765032044547,0.9930903025970931,1.1816572641808032,11.401481275428182,0.11437956525753594,239.39489932346703,5.158993945749818,5.86888888888889,-64.22442593937102,1.6177666666666668,2.321633333333333,22.95270896834988,97.53140011454732
2006-12-19 11:00:00,2.321633333333333,0.0845333333333333,240.325,9.863333333333332,0.0,34.35,0.0,1,0.0083201242883055,0,11,Tuesday,2006-12-19,12,December,Winter,1.1753236862529357,1.1396516212678836,1.414231204094946,10.138731047974744,0.12439456854124349,239.5106647379489,4.986264252971935,4.343888888888884,97.53140011454732,0.4371333333333334,0.4306666666666666,-64.22442593937102,-61.079491100385816
